Title 	 PROPN___
de 	 DET__Definite=Ind|Number=Plur|PronType=Art
telles 	 ADJ__Gender=Fem|Number=Plur
armes 	 NOUN__Gender=Fem|Number=Plur
autonomes 	 ADJ__Number=Plur
– 	 PUNCT___
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
sujet 	 NOUN__Gender=Masc|Number=Sing
également 	 ADV___
suivi 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass
par 	 ADP___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
Nations 	 NOUN__Gender=Fem|Number=Plur
Unies 	 NOUN__Gender=Fem|Number=Plur
. 	 PUNCT___
