Title 	 PROPN___
coopération 	 NOUN__Gender=Fem|Number=Sing
scientifique 	 ADJ__Number=Sing
. 	 PUNCT___
Trois 	 NUM__NumType=Card
exemples 	 NOUN__Gender=Masc|Number=Plur
: 	 PUNCT___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
Swiss 	 NOUN__Gender=Masc|Number=Sing
Forum 	 NOUN__Gender=Masc|Number=Sing
for 	 X___
International 	 X___
Agricultural 	 PROPN__Gender=Masc|Number=Sing
Research 	 PROPN__Gender=Masc|Number=Sing
( 	 PUNCT___
SFIAR 	 PROPN___
) 	 PUNCT___
met 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
en 	 ADP___
contact 	 NOUN__Gender=Masc|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
groupes 	 NOUN__Gender=Masc|Number=Plur
d' 	 ADP___
intérêt 	 NOUN__Gender=Masc|Number=Sing
de 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
recherche 	 NOUN__Gender=Fem|Number=Sing
agricole 	 ADJ__Number=Sing
pour 	 ADP___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
développement 	 NOUN__Gender=Masc|Number=Sing
. 	 PUNCT___
Le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
Swiss 	 NOUN__Gender=Masc|Number=Sing
Network 	 PROPN___
for 	 X___
International 	 X___
Studies 	 NOUN__Gender=Fem|Number=Plur
( 	 PUNCT___
SNIS 	 PROPN___
) 	 PUNCT___
encourage 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
depuis 	 ADP___
2008 	 NUM__NumType=Card
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
recherche 	 NOUN__Gender=Fem|Number=Sing
interdisciplinaire 	 ADJ__Number=Sing
. 	 PUNCT___
Le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
Swissuniversities 	 PROPN__Gender=Masc|Number=Sing
Development 	 VERB__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
and 	 X___
Cooperation 	 PROPN___
Network 	 PROPN__Gender=Masc|Number=Sing
( 	 PUNCT___
SUDAC 	 VERB__VerbForm=Inf
) 	 PUNCT___
veut 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
répondre 	 VERB__VerbForm=Inf
au 	 PROPN___
regain 	 ADJ__Gender=Masc|Number=Sing
d' 	 ADP___
activités 	 NOUN__Gender=Fem|Number=Plur
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
hautes 	 NOUN__Gender=Fem|Number=Plur
écoles 	 ADJ__Gender=Fem|Number=Plur
dans 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
recherche 	 NOUN__Gender=Fem|Number=Sing
pour 	 ADP___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
développement 	 NOUN__Gender=Masc|Number=Sing
. 	 PUNCT___
Son 	 DET__Number=Sing|Poss=Yes
objectif 	 NOUN__Gender=Masc|Number=Sing
: 	 PUNCT___
améliorer 	 VERB__VerbForm=Inf
les 	 DET__Definite=Def|Number=Plur|PronType=Art
conditions 	 NOUN__Gender=Fem|Number=Plur
de 	 ADP___
recherche 	 NOUN__Gender=Fem|Number=Sing
et 	 CCONJ___
d' 	 ADP___
enseignement 	 PROPN__Gender=Masc|Number=Sing
en 	 ADP___
coopération 	 NOUN__Gender=Fem|Number=Sing
avec 	 ADP___
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
partenaires 	 NOUN__Number=Plur
du 	 DET__Gender=Masc|Number=Sing
Sud 	 PROPN___
. 	 PUNCT___

 	 _SP
Autres 	 ADJ__Number=Plur

 	 _SP
Autres 	 ADJ__Number=Plur
bailleurs 	 NOUN__Gender=Masc|Number=Plur
de 	 ADP___
fonds 	 NOUN__Gender=Masc|Number=Plur
importants 	 ADJ__Gender=Masc|Number=Plur
: 	 PUNCT___
diverses 	 ADJ__Gender=Fem|Number=Plur
fondations 	 NOUN__Gender=Fem|Number=Plur
, 	 PUNCT___
créées 	 VERB__Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part
en 	 ADP___
partie 	 NOUN__Gender=Fem|Number=Sing
par 	 ADP___
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
entreprises 	 NOUN__Gender=Fem|Number=Plur
privées 	 ADJ__Gender=Fem|Number=Plur
, 	 PUNCT___
et 	 CCONJ___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
ONG 	 NOUN__Gender=Fem|Number=Plur
classiques 	 ADJ__Gender=Fem|Number=Plur
. 	 PUNCT___
Il 	 PRON__Gender=Masc|Number=Sing|Person=3
est 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
difficile 	 ADJ__Number=Sing
d' 	 ADP___
estimer 	 VERB__VerbForm=Inf
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
part 	 NOUN__Gender=Fem|Number=Sing
de 	 ADP___
leurs 	 DET__Number=Plur|Poss=Yes
dépenses 	 NOUN__Gender=Fem|Number=Plur
allouée 	 VERB__Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part
à 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
recherche 	 NOUN__Gender=Fem|Number=Sing
pour 	 ADP___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
développement 	 NOUN__Gender=Masc|Number=Sing
. 	 PUNCT___
