Title 	 NE
sehr 	 ADV
wenige 	 PIAT
Projekte 	 NN
betreffen 	 VVINF
würde 	 VAFIN
" 	 $(
An 	 APPR
den 	 ART
Schweizer 	 ADJA
Hochschulen 	 NN
spielt 	 VVFIN
explizite 	 ADJA
Waffenforschung 	 NN
eine 	 ART
marginale 	 ADJA
Rolle 	 NN
. 	 $.
" 	 $(
Er 	 PPER
findet 	 VVFIN
: 	 $.
" 	 $(
Wenn 	 KOUS
über 	 APPR
Zivilklauseln 	 NN
diskutiert 	 VVPP
wird 	 VAFIN
, 	 $,
ist 	 VAFIN
schon 	 ADV
viel 	 PIS
gewonnen 	 VVPP
. 	 $.
" 	 $(

 	 _SP
Die 	 ART
GSoA 	 NN
versucht 	 VVFIN
darum 	 PROAV
via 	 APPR
Studierendenschaften 	 NN
, 	 $,
politischen 	 ADJA
Druck 	 NN
gegenüber 	 APPR
den 	 ART
Unileitungen 	 NN
aufzubauen 	 VVIZU
. 	 $.
Zum 	 APPRART
Beispiel 	 NN
in 	 APPR
Bern 	 NE
. 	 $.
Dort 	 ADV
ist 	 VAFIN
der 	 ART
Vorstand 	 NN
der 	 ART
Studentinnenschaft 	 NN
daran 	 PROAV
, 	 $,
bei 	 APPR
der 	 ART
Universitätsleitung 	 NN
und 	 KON
den 	 ART
Fakultäten 	 NN
Informationen 	 NN
über 	 APPR
Rüstungsforschung 	 NN
an 	 APPR
der 	 ART
Universität 	 NN
Bern 	 NE
einzuholen 	 VVIZU
. 	 $.
" 	 $(
Es 	 PPER
geht 	 VVFIN
um 	 APPR
Prävention 	 NN
, 	 $,
nicht 	 PTKNEG
unbedingt 	 ADV
darum 	 PROAV
, 	 $,
konkrete 	 ADJA
Projekte 	 NN
zu 	 PTKZU
stoppen 	 VVINF
" 	 $(
, 	 $,
sagt 	 VVFIN
Geschichtsstudentin 	 NN
Corina 	 NE
Liebi 	 NE
, 	 $,
die 	 PRELS
das 	 ART
Postulat 	 NN
in 	 APPR
Kollaboration 	 NN
mit 	 APPR
der 	 ART
GSoA 	 NN
angestossen 	 VVPP
hat 	 VAFIN
. 	 $.
Damit 	 PROAV
wird 	 VAFIN
die 	 ART
Frage 	 NN
nach 	 APPR
der 	 ART
Rüstungsforschung 	 NN
in 	 APPR
einen 	 ART
grösseren 	 ADJA
forschungspolitischen 	 ADJA
Zusammenhang 	 NN
gestellt 	 VVPP
: 	 $.
der 	 ART
oft 	 ADV
kritisierten 	 ADJA
Intransparenz 	 NN
bei 	 APPR
drittmittelfinanzierter 	 ADJA
Forschung 	 NN
. 	 $.
Liebi 	 NN
hofft 	 VVFIN
auf 	 APPR
eine 	 ART
Veränderung 	 NN
in 	 APPR
dem 	 ART
Bereich 	 NN
: 	 $.
" 	 $(
Wichtig 	 ADJD
wäre 	 VAFIN
es 	 PPER
, 	 $,
nur 	 ADV
schon 	 ADV
zu 	 PTKZU
wissen 	 VVINF
, 	 $,
was 	 PWS
genau 	 ADJD
geforscht 	 VVPP
wird 	 VAFIN
und 	 KON
welcher 	 PWAT
Art 	 NN
die 	 ART
Deals 	 NN
sind 	 VAFIN
. 	 $.
" 	 $(

 	 _SP
Nur 	 ADV
wenig 	 PIAT
Waffenforschung 	 NN

 	 _SP
Allerdings 	 ADV
profitieren 	 VVFIN
die 	 ART
Schweizer 	 ADJA
Hochschulen 	 NN
nur 	 ADV
wenig 	 PIS
von 	 APPR
Rüstungsgeldern 	 NN
. 	 $.
Eigentlich 	 ADV
hatte 	 VAFIN
der 	 ART
Technikhistoriker 	 NN
David 	 NE
Gugerli 	 NE
, 	 $,
als 	 KOUS
er 	 PPER
mit 	 APPR
einem 	 ART
Team 	 NN
die 	 ART
ETH-Geschichte 	 NN
aufarbeitete 	 VVFIN
, 	 $,
durchaus 	 ADV
erwartet 	 VVPP
, 	 $,
auf 	 APPR
einen 	 ART
" 	 $(
militärisch-pädagogischen 	 ADJA
Komplex 	 NN
" 	 $(
zu 	 PTKZU
stossen 	 VVINF
. 	 $.
Denn 	 KON
früher 	 ADJD
war 	 VAFIN
die 	 ART
Sache 	 NN
mal 	 ADV
klar 	 ADJD
, 	 $,
zumindest 	 ADV
bei 	 APPR
den 	 ART
Technischen 	 ADJA
Hochschulen 	 NN
: 	 $.
Bis 	 APPR
zur 	 APPRART
industriellen 	 ADJA
Revolution 	 NN
stand 	 VVFIN
der 	 ART
Wissenschaftler 	 NN
vorwiegend 	 ADJD
im 	 APPRART
Dienste 	 NN
des 	 ART
Militärs 	 NN
, 	 $,
er 	 PPER
kannte 	 VVFIN
sich 	 PRF
aus 	 PTKVZ
im 	 APPRART
Festungsbau 	 NN
oder 	 KON
mit 	 APPR
Ballistik 	 NN
. 	 $.
Und 	 KON
er 	 PPER
erwarb 	 VVFIN
die 	 ART
entsprechenden 	 ADJA
Kenntnisse 	 NN
an 	 APPR
spezialisierten 	 ADJA
Hochschulen 	 NN
. 	 $.

 	 _SP
Doch 	 KON
Gugerli 	 NE
und 	 KON
sein 	 PPOSAT
Team 	 NN
wurden 	 VAFIN
überrascht 	 VVPP
: 	 $.
Sie 	 PPER
fanden 	 VVFIN
keine 	 PIAT
solche 	 PIAT
enge 	 ADJA
Verstrickung 	 NN
von 	 APPR
Hochschule 	 NN
und 	 KON
Militär 	 NN
. 	 $.
Die 	 ART
Gründe 	 NN
dafür 	 PROAV
sieht 	 VVFIN
Gugerli 	 NE
schon 	 ADV
bei 	 APPR
der 	 ART
Gründung 	 NN
der 	 ART
ETH 	 NE
, 	 $,
die 	 PRELS
in 	 APPR
Abgrenzung 	 NN
gegenüber 	 APPR
der 	 ART
französischen 	 ADJA
Ingenieurs-tradition 	 NN
vollzogen 	 VVPP
wurde 	 VAFIN
– 	 $(
man 	 PIS
wollte 	 VMFIN
nicht 	 PTKNEG
Paläste 	 NN
und 	 KON
Festungen 	 NN
bauen 	 VVINF
sowie 	 KON
Rüstungsgüter 	 NN
herstellen 	 VVINF
können 	 VMFIN
, 	 $,
sondern 	 KON
dachte 	 VVFIN
vor 	 APPR
allem 	 PIS
an 	 APPR
ein 	 ART
schweizerisches 	 ADJA
Zivilbauwesen 	 NN
und 	 KON
den 	 ART
Maschinenbau 	 NN
. 	 $.
Insofern 	 ADV
lasse 	 VVFIN
sich 	 PRF
in 	 APPR
Sachen 	 NN
Waffenforschung 	 NN
ein 	 ART
Sonderfall 	 NN
Schweiz 	 NE
konstatieren 	 VVINF
, 	 $,
sagt 	 VVFIN
Gugerli 	 NE
. 	 $.
Was 	 PWS
allerdings 	 ADV
nicht 	 PTKNEG
bedeute 	 VVFIN
, 	 $,
dass 	 KOUS
auch 	 ADV
die 	 ART
Schweizer 	 ADJA
Industrie 	 NN
die 	 ART
Finger 	 NN
von 	 APPR
Rüstungsprojekten 	 NN
gelassen 	 VVPP
hätte 	 VAFIN
. 	 $.
Der 	 ART
Technikhistoriker 	 NN
nennt 	 VVFIN
das 	 ART
Beispiel 	 NN
Bührle 	 NE
und 	 KON
meint 	 VVFIN
, 	 $,
die 	 ART
interessante 	 ADJA
Frage 	 NN
sei 	 VAFIN
, 	 $,
ob 	 KOUS
die 	 ART
Firma 	 NN
für 	 APPR
den 	 ART
Erfolg 	 NN
die 	 ART
Hilfe 	 NN
des 	 ART
Bundes 	 NN
gebraucht 	 VVPP
habe 	 VAFIN
: 	 $.
" 	 $(
In 	 APPR
anderen 	 ADJA
europäischen 	 ADJA
Ländern 	 NN
gab 	 VVFIN
es 	 PPER
eine 	 ART
prononcierte 	 ADJA
nationale 	 ADJA
Technologiepolitik 	 NN
, 	 $,
zum 	 APPRART
Beispiel 	 NN
in 	 APPR
Frankreich 	 NE
. 	 $.
In 	 APPR
der 	 ART
Schweiz 	 NE
wurde 	 VAFIN
ähnliches 	 ADV
auch 	 ADV
versucht 	 VVPP
, 	 $,
aber 	 KON
kaum 	 ADV
mit 	 APPR
Erfolg 	 NN
. 	 $.
" 	 $(

 	 _SP
Wer 	 PWS
jedoch 	 ADV
über 	 APPR
die 	 ART
Schweiz 	 NE
hinaus 	 PTKVZ
und 	 KON
zurück 	 ADV
in 	 APPR
die 	 ART
Wissenschaftsgeschichte 	 NN
blickt 	 VVFIN
, 	 $,
stellt 	 VVFIN
fest 	 PTKVZ
: 	 $.
Ohne 	 APPR
Grossprojekte 	 NN
während 	 ADJD
und 	 KON
nach 	 APPR
dem 	 ART
Zweiten 	 ADJA
Weltkrieg 	 NN
wäre 	 VAFIN
die 	 ART
Grundlagenforschung 	 NN
nicht 	 PTKNEG
da 	 ADV
, 	 $,
wo 	 PWAV
sie 	 PPER
heute 	 ADV
steht 	 VVFIN
. 	 $.
Das 	 ART
Manhattan 	 NE
Project 	 NE
, 	 $,
bei 	 APPR
dem 	 PRELS
ab 	 APPR
1942 	 CARD
rund 	 ADV
150 	 CARD
000 	 CARD
Forscher 	 NN
und 	 KON
Techniker 	 NN
an 	 APPR
der 	 ART
Atombombe 	 NN
arbeiteten 	 VVFIN
, 	 $,
hat 	 VAFIN
diesbezüglich 	 PROAV
Massstäbe 	 NN
gesetzt 	 VVPP
. 	 $.
In 	 APPR
der 	 ART
Folge 	 NN
wurde 	 VAFIN
die 	 ART
Kernforschung 	 NN
zu 	 APPR
einem 	 ART
Paradebeispiel 	 NN
für 	 APPR
die 	 ART
Dual-Use-Thematik 	 NN
– 	 $(
und 	 KON
ist 	 VAFIN
es 	 PPER
bis 	 APPR
heute 	 ADV
geblieben 	 VVPP
. 	 $.

 	 _SP
Roland 	 NE
Fischer 	 NE
ist 	 VAFIN
Wissenschaftsjournalist 	 NN
in 	 APPR
Bern 	 NE
. 	 $.
